budget,content_rating,duration,Action Related,Adventure Genre,Animation Genre,Biography Genre,Comedy Genre,Crime Genre,Documentary Genre,Drama Genre,gross,
32000000,2,98,0,0,0,0,0,0,0,1,32701088,2005
20000000,2,101,0,0,0,0,0,0,0,1,375474,2005
20000000,3,89,0,0,0,0,0,0,0,1,46363118,2005
1000000,3,90,0,0,0,0,0,0,0,1,10042266,2005
30000000,4,101,0,0,0,0,0,0,0,1,51097664,2005
19000000,4,90,0,0,0,0,0,0,0,1,64255243,2005
30000000,3,103,0,0,0,0,0,0,0,1,25472967,2005
20000000,3,122,0,0,0,0,0,0,0,1,75072454,2005
40000000,3,135,0,0,0,0,0,0,0,1,29077547,2005
29000000,4,94,0,0,0,0,0,0,0,1,6301131,2005
55000000,3,98,0,0,0,0,0,0,0,1,89706988,2005
15500000,4,93,0,0,0,0,0,0,0,1,1181197,2005
85000000,3,145,0,0,0,0,0,0,0,1,57010853,2005
14000000,4,134,0,0,0,0,0,0,0,1,83025853,2005
9600000,4,144,0,0,0,0,0,0,0,1,2483955,2005
10000000,3,118,0,0,0,0,0,0,0,1,4280577,2005
8000000,4,108,0,0,0,0,0,0,0,1,568695,2005
30000000,3,136,0,0,0,0,0,0,0,1,67253092,2005
22000000,4,112,0,0,0,0,0,0,0,1,36020063,2005
10000000,4,82,0,0,0,0,0,0,0,1,131617,2005
50000000,4,128,0,0,0,0,0,0,0,1,50815288,2005
900000,4,91,0,0,0,0,0,0,0,1,381186,2005
6500000,3,100,0,0,0,0,0,0,0,1,2024854,2005
4800000,4,93,0,0,0,0,0,0,0,0,47277326,2005
4000000,4,95,0,0,0,0,0,0,0,0,87025093,2005
43000000,3,104,0,0,0,0,0,0,0,0,47806295,2005
26000000,3,85,0,0,0,0,0,0,0,0,57859105,2005
21000000,3,87,1,1,0,0,0,0,0,0,480314,2006
80000000,2,115,1,1,1,0,1,0,0,0,195329763,2006
110000000,2,108,1,1,0,0,1,0,0,0,250863268,2006
160000000,3,98,1,1,0,0,0,0,0,1,60655503,2006
40000000,4,139,1,1,0,0,0,0,0,1,50859889,2006
100000000,2,104,1,1,0,0,0,0,0,0,75030163,2006
35000000,2,83,1,1,0,0,0,0,0,0,11631245,2006
225000000,3,151,1,1,0,0,0,0,0,0,423032628,2006
50000000,4,102,1,1,0,0,0,0,0,0,62318875,2006
209000000,3,169,1,1,0,0,0,0,0,0,200069408,2006
150000000,3,124,1,1,0,0,0,0,0,0,133382309,2006
73000000,3,122,1,0,0,0,1,0,0,0,148213377,2006
85000000,3,104,1,0,0,0,0,1,0,0,62494975,2006
60000000,3,107,1,0,0,0,0,1,0,0,36279230,2006
12000000,4,93,1,0,0,0,0,1,0,0,27829874,2006
65000000,4,117,1,0,0,0,0,0,0,1,210592590,2006
20000000,3,92,1,0,0,0,0,0,0,1,18843314,2006
20000000,3,97,1,0,0,0,0,0,0,0,23292105,2006
30000000,3,94,1,0,0,0,0,0,0,0,18500966,2006
5600000,3,95,1,0,0,0,0,0,0,0,7009668,2006
50000000,1,78,0,1,1,0,1,0,0,0,58336565,2006
85000000,2,83,0,1,1,0,1,0,0,0,84303558,2006
80000000,2,83,0,1,1,0,1,0,0,0,155019340,2006
20000000,1,77,0,1,1,0,1,0,0,0,7382993,2006
47000000,2,75,0,1,1,0,1,0,0,0,15519841,2006
50000000,2,88,0,1,1,0,1,0,0,0,28133159,2006
120000000,1,117,0,1,1,0,1,0,0,0,244052771,2006
10000000,3,120,0,1,0,1,0,0,0,1,5484375,2006
65000000,2,93,0,1,0,0,1,1,0,0,82226474,2006
45000000,3,112,0,1,0,0,1,0,0,1,38360195,2006
15000000,2,91,0,1,0,0,1,0,0,0,8080116,2006
26000000,2,90,0,1,0,0,1,0,0,0,16647384,2006
40000000,2,120,0,1,0,0,0,0,0,1,81593527,2006
15000000,2,95,0,1,0,0,0,0,0,1,20998709,2006
13000000,2,104,0,1,0,0,0,0,0,1,10996440,2006
75000000,2,91,0,0,1,0,1,0,0,0,73661010,2006
100000000,2,108,0,0,1,0,1,0,0,0,197992827,2006
8700000,4,100,0,0,1,0,0,0,0,1,5480996,2006
13000000,4,118,0,0,0,1,0,1,0,1,1150403,2006
55000000,3,117,0,0,0,1,0,0,0,1,162586036,2006
7000000,4,99,0,0,0,1,0,0,0,1,1654367,2006
20000000,2,123,0,0,0,1,0,0,0,1,13391174,2006
40000000,3,123,0,0,0,1,0,0,0,1,15962471,2006
11000000,3,104,0,0,0,1,0,0,0,1,352786,2006
16800000,4,122,0,0,0,1,0,0,0,1,220914,2006
12000000,3,86,0,0,0,0,1,0,0,0,5542025,2006
3000000,3,99,0,0,0,0,1,0,0,0,7059537,2006
45000000,3,89,0,0,0,0,1,0,0,0,90703745,2006
20000000,3,108,0,0,0,0,1,0,0,0,17803796,2006
17500000,4,110,0,0,0,0,1,0,0,0,19179969,2006
18000000,4,82,0,0,0,0,1,0,0,0,128505958,2006
5000000,4,97,0,0,0,0,1,0,0,0,24138847,2006
40000000,3,99,0,0,0,0,1,1,0,0,70163652,2006
64000000,3,98,0,0,0,0,1,1,0,0,58255287,2006
8000000,4,101,0,0,0,0,1,0,0,1,59889948,2006
12000000,4,122,0,0,0,0,1,0,0,1,6754898,2006
25000000,4,116,0,0,0,0,1,0,0,1,7156933,2006
2500000,3,100,0,0,0,0,1,0,0,1,71904,2006
70000000,3,107,0,0,0,0,1,0,0,1,137340146,2006
38000000,3,113,0,0,0,0,1,0,0,1,40137776,2006
1000000,4,88,0,0,0,0,1,0,0,1,104077,2006
10000000,3,105,0,0,0,0,1,0,0,1,20338609,2006
35000000,3,117,0,0,0,0,1,0,0,1,7458269,2006
6000000,3,107,0,0,0,0,1,0,0,1,63231524,2006
52000000,3,106,0,0,0,0,1,0,0,1,118683135,2006
35000000,3,109,0,0,0,0,1,0,0,1,124732962,2006
6500000,4,88,0,0,0,0,1,0,0,1,13367101,2006
2000000,6,101,0,0,0,0,1,0,0,1,1984378,2006
20000000,3,115,0,0,0,0,1,0,0,1,37442180,2006
1000000,4,81,0,0,0,0,1,0,0,1,6387,2006
50000000,2,98,0,0,0,0,1,0,0,0,61112916,2006
12000000,2,104,0,0,0,0,1,0,0,0,18595716,2006
28000000,3,103,0,0,0,0,1,0,0,0,17324744,2006
500000,6,103,0,0,0,0,1,0,0,0,23000,2006
19000000,3,107,0,0,0,0,1,0,0,0,7156725,2006
20000000,3,85,0,0,0,0,1,0,0,0,48546578,2006
12000000,3,103,0,0,0,0,1,0,0,0,28435406,2006
50000000,3,95,0,0,0,0,1,0,0,0,88658172,2006
4000000,3,89,0,0,0,0,1,0,0,0,15655665,2006
20000000,3,105,0,0,0,0,1,0,0,0,33687630,2006
85000000,3,138,0,0,0,0,1,0,0,0,63224849,2006
54000000,3,110,0,0,0,0,1,0,0,0,75604320,2006
1500000,4,80,0,0,0,0,1,0,0,0,194568,2006
3500000,4,101,0,0,0,0,1,0,0,0,220234,2006
30000000,3,95,0,0,0,0,1,0,0,0,22526144,2006
33000000,3,75,0,0,0,0,1,0,0,0,57651794,2006
2800000,4,86,0,0,0,0,1,0,0,0,475000,2006
200000,3,106,0,0,0,0,0,1,1,0,1111,2006
12000000,3,104,0,0,0,0,0,1,0,1,65269010,2006
15000000,4,121,0,0,0,0,0,1,0,1,12549485,2006
45000000,4,129,0,0,0,0,0,1,0,1,88504640,2006
30000000,3,125,0,0,0,0,0,1,0,1,38432823,2006
1000000,6,78,0,0,0,0,0,1,0,1,10018,2006
8000000,4,107,0,0,0,0,0,1,0,1,53481,2006
90000000,4,151,0,0,0,0,0,1,0,1,132373442,2006
4000000,4,81,0,0,0,0,0,1,0,0,7825820,2006
50000000,3,105,0,0,0,0,0,1,0,0,48745150,2006
1000000,2,92,0,0,0,0,0,0,1,0,1677838,2006
700000,4,106,0,0,0,0,0,0,0,1,2694973,2006
2000000,4,96,0,0,0,0,0,0,0,1,198407,2006
400000,4,90,0,0,0,0,0,0,0,1,1689999,2006
1592000,4,135,0,0,0,0,0,0,0,1,638951,2006
300000,6,76,0,0,0,0,0,0,0,1,255352,2006
30000000,2,101,0,0,0,0,0,0,0,1,37617947,2006
3000000,2,87,0,0,0,0,0,0,0,1,252726,2006
70000000,3,110,0,0,0,0,0,0,0,1,42272747,2006
40000000,2,99,0,0,0,0,0,0,0,1,52320979,2006
14000000,4,112,0,0,0,0,0,0,0,1,11204499,2006
63000000,3,129,0,0,0,0,0,0,0,1,70236496,2006
15000000,4,111,0,0,0,0,0,0,0,1,31471430,2006
90000000,4,135,0,0,0,0,0,0,0,1,33574332,2006
19000000,4,141,0,0,0,0,0,0,0,1,13753931,2006
20000000,3,90,0,0,0,0,0,0,0,1,20259297,2006
30000000,3,118,0,0,0,0,0,0,0,1,34703228,2006
15000000,4,116,0,0,0,0,0,0,0,1,9396487,2006
70000000,3,130,0,0,0,0,0,0,0,1,103338338,2006
16000000,3,110,0,0,0,0,0,0,0,1,39825798,2006
40000000,3,130,0,0,0,0,0,0,0,1,53082743,2006
32000000,4,105,0,0,0,0,0,0,0,1,1304837,2006
3300000,3,91,0,0,0,0,0,0,0,1,8108247,2006
6000000,4,97,0,0,0,0,0,0,0,1,117560,2006
26000000,4,137,0,0,0,0,0,0,0,1,5459824,2006
35000000,3,96,0,0,0,0,0,0,0,1,10139254,2006
76000000,4,109,0,0,0,0,0,0,0,1,35286428,2006
100000,2,111,0,0,0,0,0,0,0,1,10174663,2006
24000000,2,139,0,0,0,0,0,0,0,1,70269171,2006
65000000,2,131,0,0,0,0,0,0,0,1,43532294,2006
9000000,4,94,0,0,0,0,0,0,0,0,16235293,2006
15000000,4,108,0,0,0,0,0,0,0,0,41777564,2006
16000000,4,83,0,0,0,0,0,0,0,0,39511038,2006
10000000,4,121,0,0,0,0,0,0,0,0,80150343,2006
9000000,3,75,0,0,0,0,0,0,0,0,23078294,2006
20000000,3,137,0,0,0,0,0,0,0,0,39143839,2006
15000000,3,87,0,0,0,0,0,0,0,0,47860214,2006
125000000,3,174,0,0,0,0,0,0,0,0,217536138,2006
750000,4,86,1,1,1,0,1,0,0,0,5518918,2007
150000000,3,115,1,1,1,0,0,0,0,0,82161969,2007
300000000,3,169,1,1,0,0,0,0,0,0,309404152,2007
258000000,3,156,1,1,0,0,0,0,0,0,336530303,2007
150000000,3,144,1,1,0,0,0,0,0,0,318759914,2007
130000000,2,92,1,1,0,0,0,0,0,0,131920333,2007
110000000,3,129,1,1,0,0,0,0,0,0,134520804,2007
20000000,3,91,1,0,0,0,1,1,0,0,8104069,2007
140000000,3,91,1,0,0,0,1,1,0,0,140080850,2007
61000000,4,124,1,0,0,0,0,1,0,1,46975183,2007
20000000,4,111,1,0,0,0,0,1,0,0,9525276,2007
25000000,4,103,1,0,0,0,0,1,0,0,22466994,2007
70000000,4,110,1,0,0,0,0,0,0,1,47456450,2007
110000000,3,123,1,0,0,0,0,0,0,0,115802596,2007
40000000,4,102,1,0,0,0,0,0,0,0,41797066,2007
53000000,4,189,1,0,0,0,0,0,0,0,25031037,2007
110000000,3,115,1,0,0,0,0,0,0,0,227137090,2007
75000000,3,87,0,1,1,0,1,0,0,0,183132370,2007
150000000,2,91,0,1,1,0,1,0,0,0,126597121,2007
160000000,2,93,0,1,1,0,1,0,0,0,320706665,2007
15000000,4,148,0,1,0,1,0,0,0,1,18352454,2007
20000000,3,93,0,1,0,0,1,0,0,0,39737645,2007
45000000,3,97,0,1,0,0,1,0,0,1,93452056,2007
25000000,4,101,0,1,0,0,1,0,0,1,876671,2007
55000000,4,122,0,1,0,0,0,1,0,1,53574088,2007
17000000,2,96,0,1,0,0,0,0,0,1,82234139,2007
180000000,3,113,0,1,0,0,0,0,0,0,70083519,2007
150000000,1,111,0,0,1,0,1,0,0,0,206435493,2007
60000000,2,92,0,0,1,0,1,0,0,0,217326336,2007
85000000,2,107,0,0,1,0,1,0,0,0,127706877,2007
100000000,2,85,0,0,1,0,1,0,0,0,58867694,2007
75000000,4,102,0,0,0,1,1,0,0,1,66636385,2007
100000000,4,176,0,0,0,1,0,1,0,1,130127620,2007
30000000,4,160,0,0,0,1,0,1,0,1,3904982,2007
15000000,3,126,0,0,0,1,0,0,0,1,30226144,2007
16000000,4,108,0,0,0,1,0,0,0,1,9172810,2007
20000000,4,135,0,0,0,1,0,0,0,1,4001121,2007
9000000,3,95,0,0,0,1,0,0,0,1,2955039,2007
500000,6,84,0,0,0,0,1,0,0,0,52850,2007
500000,3,91,0,0,0,0,1,0,0,0,12055,2007
9000000,4,87,0,0,0,0,1,0,0,0,8579684,2007
20000000,4,119,0,0,0,0,1,0,0,0,121463226,2007
10000000,4,93,0,0,0,0,1,0,0,0,900926,2007
10000000,4,84,0,0,0,0,1,1,0,0,20339754,2007
20000000,2,99,0,0,0,0,1,1,0,0,25584685,2007
4000000,4,93,0,0,0,0,1,1,0,0,2426851,2007
15000000,3,113,0,0,0,0,1,0,0,1,55184721,2007
20000000,4,113,0,0,0,0,1,0,0,1,18882880,2007
27000000,2,106,0,0,0,0,1,0,0,1,7486906,2007
75000000,2,117,0,0,0,0,1,0,0,1,118823091,2007
15000000,4,93,0,0,0,0,1,0,0,1,20380,2007
28000000,2,104,0,0,0,0,1,0,0,1,43097652,2007
10000000,3,97,0,0,0,0,1,0,0,1,11043445,2007
7500000,3,96,0,0,0,0,1,0,0,1,143492840,2007
12000000,3,106,0,0,0,0,1,0,0,1,5949693,2007
13000000,3,117,0,0,0,0,1,0,0,1,49121934,2007
2000000,3,108,0,0,0,0,1,0,0,1,19067631,2007
12000000,4,97,0,0,0,0,1,0,0,1,3950294,2007
6000000,2,89,0,0,0,0,1,0,0,0,13235267,2007
175000000,2,96,0,0,0,0,1,0,0,0,100289690,2007
22000000,2,110,0,0,0,0,1,0,0,0,90636983,2007
1500000,4,84,0,0,0,0,1,0,0,0,173066,2007
35000000,4,120,0,0,0,0,1,0,0,0,18317151,2007
10000000,3,93,0,0,0,0,1,0,0,0,5561,2007
35000000,3,91,0,0,0,0,1,0,0,0,43792641,2007
16500000,3,108,0,0,0,0,1,0,0,0,11702090,2007
25000000,4,101,0,0,0,0,1,0,0,0,35000629,2007
500000,4,100,0,0,0,0,1,0,0,0,31937,2007
30000000,4,133,0,0,0,0,1,0,0,0,148734225,2007
5250000,4,96,0,0,0,0,1,0,0,0,766487,2007
850000,4,88,0,0,0,0,1,0,0,0,442638,2007
61000000,3,93,0,0,0,0,1,0,0,0,118153533,2007
7000000,3,93,0,0,0,0,1,0,0,0,5694308,2007
1000000,4,53,0,0,0,0,0,1,1,0,274661,2007
8000000,4,99,0,0,0,0,0,1,0,1,398420,2007
65000000,4,162,0,0,0,0,0,1,0,1,33048353,2007
15000000,4,111,0,0,0,0,0,1,0,1,1294640,2007
30000000,4,108,0,0,0,0,0,1,0,1,16930884,2007
25000000,4,119,0,0,0,0,0,1,0,1,49024969,2007
12000000,3,91,0,0,0,0,0,1,0,1,1506998,2007
25000000,4,122,0,0,0,0,0,1,0,1,74273505,2007
21000000,4,117,0,0,0,0,0,1,0,1,28563179,2007
8600000,4,84,0,0,0,0,0,1,0,0,14373825,2007
25000000,4,96,0,0,0,0,0,1,0,0,17114882,2007
85000000,3,122,0,0,0,0,0,1,0,0,117144465,2007
5000000,4,90,0,0,0,0,0,1,0,0,65087,2007
9000000,3,123,0,0,0,0,0,0,1,1,24530513,2007
20000000,3,128,0,0,0,0,0,0,0,1,15797907,2007
2200000,3,117,0,0,0,0,0,0,0,1,379643,2007
20000000,4,124,0,0,0,0,0,0,0,1,19661987,2007
25000000,4,158,0,0,0,0,0,0,0,1,40218903,2007
16000000,4,118,0,0,0,0,0,0,0,1,2849142,2007
45000000,3,133,0,0,0,0,0,0,0,1,24343673,2007
11000000,4,111,0,0,0,0,0,0,0,1,1066555,2007
150000000,3,104,0,0,0,0,0,0,0,1,256386216,2007
30000000,2,114,0,0,0,0,0,0,0,1,31655091,2007
14000000,3,109,0,0,0,0,0,0,0,1,61356221,2007
20000000,3,105,0,0,0,0,0,0,0,1,80050171,2007
20000000,3,96,0,0,0,0,0,0,0,1,47852604,2007
8000000,4,90,0,0,0,0,0,0,0,1,303439,2007
30000000,3,126,0,0,0,0,0,0,0,1,53680848,2007
45000000,4,139,0,0,0,0,0,0,0,1,4584886,2007
55000000,3,124,0,0,0,0,0,0,0,1,5755286,2007
13000000,3,112,0,0,0,0,0,0,0,1,3169424,2007
27500000,4,122,0,0,0,0,0,0,0,1,9664316,2007
35000000,4,92,0,0,0,0,0,0,0,1,14998070,2007
25000000,3,114,0,0,0,0,0,0,0,0,71975611,2007
32000000,4,113,0,0,0,0,0,0,0,0,39568996,2007
2000000,4,95,0,0,0,0,0,0,0,0,952620,2007
10000000,4,94,0,0,0,0,0,0,0,0,17544812,2007
15000,4,84,0,0,0,0,0,0,0,0,107917283,2007
15000000,4,89,0,0,0,0,0,0,0,0,20801344,2007
18000000,4,126,0,0,0,0,0,0,0,0,25592632,2007
10000000,4,96,0,0,0,0,0,0,0,0,63270259,2007
40000000,4,99,0,0,0,0,0,0,0,0,25117498,2007
600000,3,103,0,0,0,0,0,0,0,0,23616,2007
32000000,4,98,0,0,0,0,0,0,0,0,35063732,2007
80000000,3,99,0,0,0,0,0,0,0,0,15071514,2007
30000,4,78,0,0,0,0,0,0,0,0,243768,2007
130000000,2,92,1,1,1,0,1,0,0,0,215395021,2008
150000000,2,89,1,1,1,0,1,0,0,0,179982968,2008
80000000,3,110,1,1,0,0,1,0,0,0,130313314,2008
70000000,3,112,1,1,0,0,1,0,0,0,70224196,2008
225000000,2,150,1,1,0,0,0,0,0,0,141614023,2008
45000000,2,93,1,1,0,0,0,0,0,0,101702060,2008
185000000,3,122,1,1,0,0,0,0,0,0,317011114,2008
55000000,3,104,1,1,0,0,0,0,0,0,25040293,2008
85000000,3,120,1,1,0,0,0,0,0,0,75754670,2008
145000000,3,112,1,1,0,0,0,0,0,0,102176165,2008
25000000,3,85,1,1,0,0,0,0,0,0,80034302,2008
140000000,3,126,1,1,0,0,0,0,0,0,318298180,2008
150000000,3,135,1,1,0,0,0,0,0,0,134518390,2008
85000000,3,88,1,1,0,0,0,0,0,0,80170146,2008
90000000,3,113,1,0,0,0,1,0,0,0,100018837,2008
92000000,4,121,1,0,0,0,1,0,0,0,110416702,2008
27000000,4,117,1,0,0,0,1,1,0,0,87341380,2008
35000000,3,82,1,0,0,0,1,0,0,0,25871834,2008
10000000,4,107,1,0,0,0,1,0,0,0,578527,2008
60000000,4,101,1,0,0,0,0,1,0,1,40076438,2008
185000000,3,152,1,0,0,0,0,1,0,1,533316061,2008
35000000,4,103,1,0,0,0,0,1,0,1,7948159,2008
20000000,4,109,1,0,0,0,0,1,0,1,26415649,2008
45000000,4,160,1,0,0,0,0,1,0,1,7916887,2008
60000000,3,103,1,0,0,0,0,1,0,0,19781879,2008
75000000,4,110,1,0,0,0,0,1,0,0,134568845,2008
40000000,4,99,1,0,0,0,0,1,0,0,15279680,2008
150000000,3,102,1,0,0,0,0,0,0,1,227946274,2008
20000000,3,110,1,0,0,0,0,0,0,1,24848292,2008
70000000,4,128,1,0,0,0,0,0,0,1,39380442,2008
120000000,2,135,1,0,0,0,0,0,0,0,43929341,2008
80000000,3,118,1,0,0,0,0,0,0,0,101111837,2008
45000000,4,111,1,0,0,0,0,0,0,0,36064910,2008
150000000,2,96,0,1,1,0,1,0,0,1,114053579,2008
15000000,1,85,0,1,1,0,1,0,0,0,12701880,2008
37000000,1,81,0,1,1,0,1,0,0,0,30105968,2008
40000000,2,94,0,1,1,0,1,0,0,0,511920,2008
180000000,1,98,0,1,1,0,0,0,0,0,223806889,2008
12000000,4,102,0,1,0,0,1,0,0,0,38087366,2008
20000000,4,87,0,1,0,0,1,0,0,0,6563357,2008
20000000,2,91,0,1,0,0,1,0,0,1,94497271,2008
20000000,3,114,0,1,0,0,1,0,0,1,3519627,2008
37000000,2,96,0,1,0,0,1,0,0,0,48006503,2008
60000000,2,90,0,1,0,0,1,0,0,0,11802056,2008
19000000,4,129,0,1,0,0,1,0,0,0,8396942,2008
90000000,2,107,0,1,0,0,0,0,0,0,71148699,2008
55000000,2,90,0,1,0,0,0,0,0,0,7871693,2008
23000000,2,94,0,0,0,1,1,0,0,1,11508423,2008
20000000,3,119,0,0,0,1,0,0,0,1,4234040,2008
25100000,3,129,0,0,0,1,0,0,0,1,25517500,2008
20000000,4,128,0,0,0,1,0,0,0,1,31838002,2008
12000000,4,109,0,0,0,1,0,0,0,1,8134217,2008
40000000,2,130,0,0,0,1,0,0,0,1,9589875,2008
25000000,3,88,0,0,0,0,1,0,0,0,14174654,2008
30000000,3,86,0,0,0,0,1,0,0,0,38232624,2008
6500000,4,94,0,0,0,0,1,0,0,0,4693919,2008
65000000,4,106,0,0,0,0,1,0,0,0,100468793,2008
6000000,4,85,0,0,0,0,1,0,0,0,36497,2008
7500000,3,97,0,0,0,0,1,1,0,0,4131640,2008
22000000,3,104,0,0,0,0,1,1,0,0,20668843,2008
2500000,4,101,0,0,0,0,1,0,1,0,12995673,2008
5000000,3,110,0,0,0,0,1,0,0,1,4040588,2008
40000000,3,102,0,0,0,0,1,0,0,1,32853640,2008
21000000,3,120,0,0,0,0,1,0,0,1,16284360,2008
16500000,3,114,0,0,0,0,1,0,0,1,26896744,2008
37000000,4,96,0,0,0,0,1,0,0,1,60338891,2008
3000000,4,92,0,0,0,0,1,0,0,1,2926565,2008
8000000,4,91,0,0,0,0,1,0,0,1,12055108,2008
25000000,4,104,0,0,0,0,1,0,0,1,1089365,2008
60000000,2,115,0,0,0,0,1,0,0,1,143151473,2008
11000000,1,112,0,0,0,0,1,0,0,1,90556401,2008
20000000,3,102,0,0,0,0,1,0,0,1,13214030,2008
9000000,3,90,0,0,0,0,1,0,0,1,31487293,2008
35000000,3,114,0,0,0,0,1,0,0,1,42168445,2008
30000000,4,118,0,0,0,0,1,0,0,1,62877175,2008
21000000,4,124,0,0,0,0,1,0,0,1,3081925,2008
6000000,4,99,0,0,0,0,1,0,0,1,2077046,2008
58000000,3,114,0,0,0,0,1,0,0,1,31199215,2008
15000000,4,115,0,0,0,0,1,0,0,1,183088,2008
80000000,2,99,0,0,0,0,1,0,0,0,109993847,2008
52000000,3,108,0,0,0,0,1,0,0,0,143704210,2008
12000000,3,83,0,0,0,0,1,0,0,0,7001720,2008
10000000,3,95,0,0,0,0,1,0,0,0,7563670,2008
15000000,3,102,0,0,0,0,1,0,0,0,6409206,2008
9000000,4,92,0,0,0,0,1,0,0,0,4881867,2008
30000000,3,111,0,0,0,0,1,0,0,0,76806312,2008
30000000,3,99,0,0,0,0,1,0,0,0,60269340,2008
40000000,3,101,0,0,0,0,1,0,0,0,46012734,2008
25000000,3,97,0,0,0,0,1,0,0,0,48237389,2008
35000000,3,101,0,0,0,0,1,0,0,0,80276912,2008
70000000,3,104,0,0,0,0,1,0,0,0,97680195,2008
40000000,4,112,0,0,0,0,1,0,0,0,19151864,2008
24000000,4,101,0,0,0,0,1,0,0,0,31452765,2008
62000000,3,87,0,0,0,0,1,0,0,0,32178777,2008
55000000,4,99,0,0,0,0,1,0,0,0,33472850,2008
1000000,4,97,0,0,0,0,0,1,0,1,2508841,2008
40000000,3,90,0,0,0,0,0,1,0,1,72266306,2008
55000000,4,141,0,0,0,0,0,1,0,1,35707327,2008
35000000,3,123,0,0,0,0,0,1,0,1,81159365,2008
22000000,3,110,0,0,0,0,0,1,0,1,39263506,2008
30000000,4,130,0,0,0,0,0,1,0,1,15709385,2008
35000000,4,101,0,0,0,0,0,1,0,1,28687835,2008
8000000,4,95,0,0,0,0,0,1,0,0,108662,2008
2500000,6,112,0,0,0,0,0,0,1,0,173783,2008
200000,3,86,0,0,0,0,0,0,1,0,215185,2008
11000000,3,110,0,0,0,0,0,0,0,1,37766350,2008
35000000,4,122,0,0,0,0,0,0,0,1,18593156,2008
33000000,4,116,0,0,0,0,0,0,0,1,148085755,2008
2000000,4,90,0,0,0,0,0,0,0,1,52166,2008
200000,4,80,0,0,0,0,0,0,0,1,856942,2008
10000000,1,101,0,0,0,0,0,0,0,1,17655201,2008
150000000,3,166,0,0,0,0,0,0,0,1,127490802,2008
37000000,3,122,0,0,0,0,0,0,0,1,191449475,2008
75000000,3,121,0,0,0,0,0,0,0,1,83077470,2008
15000000,4,131,0,0,0,0,0,0,0,1,15700000,2008
5000000,3,82,0,0,0,0,0,0,0,1,13350177,2008
23000000,3,98,0,0,0,0,0,0,0,1,58006147,2008
20000000,3,104,0,0,0,0,0,0,0,1,33422556,2008
30000000,3,108,0,0,0,0,0,0,0,1,20981633,2008
500000,2,122,0,0,0,0,0,0,0,1,33451479,2008
5000000,2,90,0,0,0,0,0,0,0,1,124720,2008
55000000,3,123,0,0,0,0,0,0,0,1,69951824,2008
15500000,3,102,0,0,0,0,0,0,0,1,317040,2008
35000000,4,119,0,0,0,0,0,0,0,1,22877808,2008
32000000,4,124,0,0,0,0,0,0,0,1,34180954,2008
12000000,4,110,0,0,0,0,0,0,0,1,3148482,2008
2500000,3,90,0,0,0,0,0,0,0,1,75727,2008
80000000,3,104,0,0,0,0,0,0,0,1,79363785,2008
7000000,4,99,0,0,0,0,0,0,0,1,2344847,2008
6000000,4,109,0,0,0,0,0,0,0,1,26236603,2008
25000000,4,112,0,0,0,0,0,0,0,1,10911750,2008
15000000,4,103,0,0,0,0,0,0,0,0,73548,2008
8000000,4,93,0,0,0,0,0,0,0,0,17427926,2008
8500000,4,150,0,0,0,0,0,0,0,0,140244,2008
20000000,3,89,0,0,0,0,0,0,0,0,43818159,2008
12000000,3,92,0,0,0,0,0,0,0,0,31397498,2008
35000000,4,112,0,0,0,0,0,0,0,0,30691439,2008
10800000,4,95,0,0,0,0,0,0,0,0,56729973,2008
8000000,3,90,0,0,0,0,0,0,0,0,25926543,2008
12000000,4,89,0,0,0,0,0,0,0,0,31691811,2008
48000000,4,91,0,0,0,0,0,0,0,0,64505912,2008
90000000,2,94,1,1,1,0,1,0,0,0,196573705,2009
150000000,2,88,1,1,1,0,1,0,0,0,119420252,2009
175000000,2,94,1,1,1,0,1,0,0,0,198332128,2009
30000000,3,79,1,1,1,0,0,0,0,1,31743332,2009
90000000,3,128,1,1,0,0,0,1,0,0,209019489,2009
65000000,2,98,1,1,0,0,0,0,0,0,67128202,2009
237000000,3,178,1,1,0,0,0,0,0,0,760505847,2009
45000000,2,100,1,1,0,0,0,0,0,0,9353573,2009
150000000,3,119,1,1,0,0,0,0,0,0,179883016,2009
35000000,4,92,1,1,0,0,0,0,0,0,45802315,2009
40000000,3,109,1,1,0,0,0,0,0,0,13838130,2009
200000000,3,158,1,1,0,0,0,0,0,0,166112167,2009
150000000,3,127,1,1,0,0,0,0,0,0,257704099,2009
200000000,3,118,1,1,0,0,0,0,0,0,125320003,2009
200000000,3,150,1,1,0,0,0,0,0,0,402076689,2009
175000000,3,118,1,1,0,0,0,0,0,0,150167630,2009
26000000,2,91,1,0,0,0,1,1,0,0,20819129,2009
3000000,4,84,1,0,0,0,1,1,0,0,10017041,2009
25000000,3,88,1,0,0,0,1,0,0,0,25615792,2009
50000000,4,118,1,0,0,0,0,1,0,1,25450527,2009
35000000,4,101,1,0,0,0,0,1,0,0,10268846,2009
20000000,4,96,1,0,0,0,0,1,0,0,13630226,2009
22000000,3,108,1,0,0,0,0,1,0,0,12232937,2009
27000000,3,88,1,0,0,0,0,1,0,0,15988876,2009
40000000,4,99,1,0,0,0,0,1,0,0,38105077,2009
8000000,4,138,1,0,0,0,0,1,0,0,10269307,2009
100000000,4,106,1,0,0,0,0,1,0,0,65452312,2009
130000000,4,215,1,0,0,0,0,0,0,1,107503316,2009
80000000,3,89,1,0,0,0,0,0,0,0,38542418,2009
