movie_title,director_name,budget,content_rating,duration,actor_1_name,actor_2_name,actor_3_name,gross,genres,Action Genre,Adventure Genre,Animation Genre,Biography Genre,Comedy Genre,Crime Genre,Documentary Genre,Drama Genre,Family Genre,Fantasy Genre,Horror Genre,Musical Genre,Mystery Genre,Romance Genre,Sci-Fi Genre,Sport Genre,Thriller Genre,War Genre,Western Genre,plot_keywords,imdb_score
Trees Lounge ,Steve Buscemi,1300000,4,95,Steve Buscemi,Debi Mazar,Carol Kane,695229,Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,arrest|portal|thor|warrior|weapon,7.1
Two Girls and a Guy ,James Toback,1000000,4,84,Robert Downey Jr.,Natasha Gregson Wagner,Angel David,1950218,Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,battle|marvel cinematic universe|scientist|thor|throne,7
Wag the Dog ,Barry Levinson,15000000,4,97,Robert De Niro,Kirsten Dunst,John Michael Higgins,43022524,Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,castle|france|professor|student|time machine,5.6
Welcome to the Dollhouse ,Todd Solondz,800000,4,88,Heather Matarazzo,Ken Leung,Christina Vidal,4771000,Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,artist|love|ship|titanic|wet,7.7
What Just Happened ,Barry Levinson,25000000,4,104,Robert De Niro,Robin Wright,Kristen Stewart,1089365,Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,basketball|beer pong|childhood friend|christian|suicide,7.1
While We're Young ,Noah Baumbach,10000000,4,97,Naomi Watts,Maria Dizzia,Dree Hemingway,7574066,Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,murder|on the run|security camera|surveillance footage|timebomb,4
Winter Passing ,Adam Rapp,3500000,4,98,Zooey Deschanel,Will Ferrell,Dallas Roberts,101228,Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,apartment|fbi|fraud|heist|manager,6.2
Wish I Was Here ,Zach Braff,6000000,4,106,Jim Parsons,Josh Gad,Michael Weston,3588432,Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,blockbuster|bumblebee the character|semi truck and trailer|texas|truck,5.7
Wonder Boys ,Curtis Hanson,55000000,4,107,Robert Downey Jr.,Rip Torn,Richard Thomas,19389454,Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,autobot|decepticon|job interview|moon|spacecraft,6.3
Young Adult ,Jason Reitman,12000000,4,94,Charlize Theron,Patton Oswalt,Collette Wolfe,16300302,Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,autobot|decepticon|machine|sun|symbol,6
Your Sister's Sister ,Lynn Shelton,125000,4,90,Mark Duplass,Mike Birbiglia,Mel Eslyn,1573712,Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,alien contact|autobot|decepticon|robot vs. robot|teenage hero,7.1
Modern Times ,Charles Chaplin,1500000,1,87,Paulette Goddard,Stanley Blystone,Fred Malatesta,163245,Comedy|Drama|Family,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,desert|giant worm|monster|pipe bomb|small town,7.1
3 Men and a Baby ,Leonard Nimoy,11000000,2,102,Tom Selleck,Ted Danson,Steve Guttenberg,167780960,Comedy|Drama|Family,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,arkansas|murder|sheriff|texas ranger|u.s. marshal,7.7
Because of Winn-Dixie ,Wayne Wang,14000000,2,106,Cicely Tyson,Luke Benward,Eva Marie Saint,32645546,Comedy|Drama|Family,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,boss|fight|reference to william shakespeare|white trash|written and directed by cast member,6.7
Driving Miss Daisy ,Bruce Beresford,7500000,2,99,Morgan Freeman,Jessica Tandy,Patti LuPone,106593296,Comedy|Drama|Family,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,blood|high school|love|school|vampire,5.2
Harriet the Spy ,Bronwen Hughes,13000000,2,100,Gregory Smith,Eartha Kitt,Charlotte Sullivan,26539321,Comedy|Drama|Family,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,device|disaster|divorce|storm|tornado,6.3
Marley & Me ,David Frankel,60000000,2,115,Eric Dane,Kathleen Turner,Haley Bennett,143151473,Comedy|Drama|Family,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,developer|divorce|lawyer|love|new york city,6.1
Martian Child ,Menno Meyjes,27000000,2,106,Oliver Platt,Richard Schiff,Sophie Okonedo,7486906,Comedy|Drama|Family,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,gambling|imagination|television|television station|tv show,7
Secondhand Lions ,Tim McCanlies,30000000,2,111,Haley Joel Osment,Robert Duvall,Emmanuelle Vaugier,41407470,Comedy|Drama|Family,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,boy|disease|hemophagia|speed|vampire,4.4
Simon Birch ,Mark Steven Johnson,30000000,2,114,Oliver Platt,Jan Hooks,Dana Ivey,18252684,Comedy|Drama|Family,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,child with gun|comic book|invulnerability|superhero|train crash,7.2
Eye of the Dolphin ,Michael D. Sellers,2500000,3,100,Katharine Ross,Carly Schroeder,George Harris,71904,Comedy|Drama|Family,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,emaciation|male nudity|plane crash|prisoner of war|torture,7.2
Imagine That ,Karey Kirkpatrick,55000000,2,107,Stephen Root,Ronny Cox,Richard Schiff,16088610,Comedy|Drama|Family|Fantasy,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,author|book|vacation|villa|writer,6.7
The Odd Life of Timothy Green ,Peter Hedges,25000000,2,105,Jennifer Garner,Odeya Rush,Common,51853450,Comedy|Drama|Family|Fantasy,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,police|private school|shootout|undercover|wigger,4.1
The Santa Clause ,John Pasquin,22000000,2,97,Judge Reinhold,Eric Lloyd,Peter Boyle,144833357,Comedy|Drama|Family|Fantasy,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,african american|cadillac|disguise|secret agent|undercover,5.8
The Muppet Christmas Carol ,Brian Henson,12000000,1,89,Steven Mackintosh,Jerry Nelson,Steve Whitmire,27281507,Comedy|Drama|Family|Fantasy|Musical,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,freight train|race against time|runaway train|train|train engineer,6.8
Big ,Penny Marshall,18000000,2,130,Tom Hanks,Jon Lovitz,John Heard,114968774,Comedy|Drama|Family|Fantasy|Romance,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,journalism|news anchor|newscast|newscaster|tv journalism,6.1
17 Again ,Burr Steers,20000000,3,102,Matthew Perry,Hunter Parrish,Thomas Lennon,64149837,Comedy|Drama|Family|Fantasy|Romance,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,flower|indian restaurant|tv station|valentine|valentine's day,5.7
Good Boy! ,John Hoffman,17000000,2,87,Liam Aiken,Molly Shannon,Kevin Nealon,37566230,Comedy|Drama|Family|Fantasy|Sci-Fi,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,american actor playing foreigner|assassination|conspiracy|military|nazis,7.1
High School Musical 3: Senior Year ,Kenny Ortega,11000000,1,112,Lucas Grabeel,Matt Prokop,Corbin Bleu,90556401,Comedy|Drama|Family|Music|Musical|Romance,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,cat|friend|love|sheriff|teenager,3.5
Hairspray ,Adam Shankman,75000000,2,117,Jerry Stiller,Elijah Kelley,Paul Dooley,118823091,Comedy|Drama|Family|Music|Musical|Romance,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,murder|new york city|one word title|vampire|vampire slayer,5.1
Hannah Montana: The Movie ,Peter Chelsom,30000000,1,102,Emily Osment,Vanessa Williams,Moises Arias,79566871,Comedy|Drama|Family|Music|Romance,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,aristocrat|english|painter|painting|singer,6.2
Bandslam ,Todd Graff,20000000,2,111,Scott Porter,Charlie Saxton,Ryan Donowho,5205343,Comedy|Drama|Family|Music|Romance,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,explosion|multiple perspectives|president|secret service|shooting,6.6
Annie ,Will Gluck,65000000,2,118,Quvenzhané Wallis,Dorian Missick,David Zayas,85911262,Comedy|Drama|Family|Musical,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,death|die hard scenario|k2|rescue|urination,5.9
The Sisterhood of the Traveling Pants ,Ken Kwapis,25000000,2,119,Mike Vogel,America Ferrera,Kyle Schmid,39008741,Comedy|Drama|Family|Romance,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,assistant|experiment|frankenstein|medical student|scientist,6
What a Girl Wants ,Dennie Gordon,20000000,2,105,Colin Firth,Oliver James,Kelly Preston,35990505,Comedy|Drama|Family|Romance,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,earthquake|fire|lava|rescue|volcano,5.4
Mrs. Doubtfire ,Chris Columbus,25000000,3,125,Robin Williams,Mara Wilson,Matthew Lawrence,219200000,Comedy|Drama|Family|Romance,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,bible|cabinet meeting|dog|drinking|family relationships,6.4
My Girl ,Howard Zieff,16500000,3,102,Macaulay Culkin,Jamie Lee Curtis,Griffin Dunne,59847242,Comedy|Drama|Family|Romance,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,domestic violence|pregnancy|unhappy marriage|unwanted pregnancy|waitress,7.1
Air Bud ,Charles Martin Smith,3000000,2,98,Kevin Zegers,Bill Cobbs,Michael Jeter,24629916,Comedy|Drama|Family|Sport,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1960s|accident|concert|guitar|prison,7.9
The Mighty Ducks ,Stephen Herek,10000000,2,100,Lane Smith,Shaun Weiss,Elden Henson,50752337,Comedy|Drama|Family|Sport,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,casino|football|sheriff|special forces|violence,6.2
Scrooged ,Richard Donner,32000000,3,101,Bill Murray,Alfre Woodard,Robert Mitchum,60328558,Comedy|Drama|Fantasy,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,corporate greed|crisis|economy|greed|mentor,6.3
Being John Malkovich ,Spike Jonze,13000000,4,112,Willie Garson,Orson Bean,Mary Kay Place,22858926,Comedy|Drama|Fantasy,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,barbed wire|british|cavalry|horse|world war one,7.2
The Fisher King ,Terry Gilliam,24000000,4,137,Jeff Bridges,David Hyde Pierce,Harry Shearer,41895491,Comedy|Drama|Fantasy,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,alien|fight|storm|survival|tripod,6.5
The Good Night ,Jake Paltrow,15000000,4,93,Stephen Graham,Gael Le Cornec,Keith Allen,20380,Comedy|Drama|Fantasy|Music|Romance,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,based on video game|fictional language|fictional war|orc|sword and sorcery,7.3
Click ,Frank Coraci,70000000,3,107,Adam Sandler,Cameron Monaghan,Julie Kavner,137340146,Comedy|Drama|Fantasy|Romance,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,fight|memory|teenager|undead|zombie,6.9
Ghost Town ,David Koepp,20000000,3,102,Aasif Mandvi,Dequina Moore,Jordan Carlos,13214030,Comedy|Drama|Fantasy|Romance,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,alcoholic|mixed martial arts|return home|tournament|underdog,8.2
Peggy Sue Got Married ,Francis Ford Coppola,18000000,3,103,Nicolas Cage,Kathleen Turner,Joan Allen,41382841,Comedy|Drama|Fantasy|Romance,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,circus|circus vargas|elephant|fear|train,6.9
Practical Magic ,Griffin Dunne,48000000,3,104,Goran Visnjic,Dianne Wiest,Stockard Channing,46611204,Comedy|Drama|Fantasy|Romance,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,future|sail|sea|smoker|water,6.1
Shallow Hal ,Bobby Farrelly,40000000,3,114,Jason Alexander,Bruce McGill,Susan Ward,70836296,Comedy|Drama|Fantasy|Romance,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,basement|lead actor's first film|long hair|public access|title directed by female,7
Stranger Than Fiction ,Marc Forster,38000000,3,113,Will Ferrell,Christian Stolte,Danny Rhodes,40137776,Comedy|Drama|Fantasy|Romance,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,african american protagonist|comma in title|four word title|name in title|talk show host,5.3
The Family Man ,Brett Ratner,60000000,3,125,Nicolas Cage,Don Cheadle,Amber Valletta,75764085,Comedy|Drama|Fantasy|Romance,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,mayor|pink panties|upskirt|white panties|yellow panties,5.2
The Tempest ,Julie Taymor,20000000,3,110,Djimon Hounsou,Reeve Carney,Tom Conti,263365,Comedy|Drama|Fantasy|Romance,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,con|convict|escape|police|priest,6
Wristcutters: A Love Story ,Goran Dukic,1000000,4,88,Leslie Bibb,Patrick Fugit,Chase Ellison,104077,Comedy|Drama|Fantasy|Romance,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,heaven|hell|soul|soul mate|suicide,7
Tusk ,Kevin Smith,3000000,4,102,Johnny Depp,Haley Joel Osment,Michael Parks,1821983,Comedy|Drama|Horror,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,casino|father son relationship|jackpot|judge|wedding,6.1
American Graffiti ,George Lucas,777000,2,112,Harrison Ford,Ron Howard,Mackenzie Phillips,115000000,Comedy|Drama|Music,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,ghost|haunted house|research|secret|vermont,6.6
That Thing You Do! ,Tom Hanks,26000000,2,149,Tom Hanks,Charlize Theron,Ethan Embry,25809813,Comedy|Drama|Music,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,baby|expecting twins|hawaiian shirt|photographer|pregnancy,5.7
A Prairie Home Companion ,Robert Altman,10000000,3,105,Meryl Streep,Virginia Madsen,Lily Tomlin,20338609,Comedy|Drama|Music,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,advertising|battle of the sexes|ex husband ex wife relationship|pantyhose|telepathy,6.4
Bamboozled ,Spike Lee,10000000,4,135,Gillian White,Michael Rapaport,Jada Pinkett Smith,2185266,Comedy|Drama|Music,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,male objectification|manipulative behavior|modern day adaptation|narcissistic woman|promiscuous woman,5.5
Beyond the Valley of the Dolls ,Russ Meyer,900000,4,109,Charles Napier,Cynthia Myers,Harrison Page,9000000,Comedy|Drama|Music,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,atheist|limp|quantum mechanics|religion|runaway,7.2
Danny Collins ,Dan Fogelman,10000000,4,106,Al Pacino,Jennifer Garner,Melissa Benoist,5348317,Comedy|Drama|Music,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,apostrophe in title|face slap|four word title|grocery store|police,7.8
Duets ,Bruce Paltrow,15000000,4,112,Lochlyn Munro,Marian Seldes,Huey Lewis,4734235,Comedy|Drama|Music,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,businessman|ring|thief|vulgarity|washington d.c.,5.5
Magic Mike XXL ,Gregory Jacobs,14800000,4,115,Matt Bomer,Channing Tatum,Kevin Nash,66009973,Comedy|Drama|Music,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,babysitting|cell phone|high school|nightmare|teenager,5
Rudderless ,William H. Macy,5000000,4,105,Billy Crudup,Felicity Huffman,David Adam Flannery,37440,Comedy|Drama|Music,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,birth|oklahoma|photographer|tennessee|wal mart,6.8
Taking Woodstock ,Ang Lee,30000000,4,120,Imelda Staunton,Kevin Chamberlin,Demetri Martin,7443007,Comedy|Drama|Music,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,beauty pageant|friend|pageant|roller derby|texas,6.9
Hedwig and the Angry Inch ,John Cameron Mitchell,6000000,4,95,John Cameron Mitchell,Miriam Shor,Andrea Martin,3029081,Comedy|Drama|Music|Musical,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,african american|crossdresser|fbi|undercover|vomiting,5.4
Brown Sugar ,Rick Famuyiwa,8000000,3,109,Boris Kodjoe,Sanaa Lathan,Wendell Pierce,27362712,Comedy|Drama|Music|Romance,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,black u.s. president|president|secret service|tour|white house,6.4
Coyote Ugly ,David McNally,45000000,3,107,Adam Garcia,Tyra Banks,Izabella Miko,60786269,Comedy|Drama|Music|Romance,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,california|foster home|love|oleander|prison,7.2
Drumline ,Charles Stone III,20000000,3,118,Leonard Roberts,Nick Cannon,Jason Weaver,56398162,Comedy|Drama|Music|Romance,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,acrophobia|jamaica|male bonding|prostitute|tragedy,6.6
Nick and Norah's Infinite Playlist ,Peter Sollett,9000000,3,90,Ari Graynor,Alexis Dziena,Aaron Yoo,31487293,Comedy|Drama|Music|Romance,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2000s|golf caddy|golf course|golfer|question mark in title,2
House Party 2 ,George Jackson,5000000,4,94,William Schallert,Tisha Campbell-Martin,Helen Martin,19281235,Comedy|Drama|Music|Romance,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,question mark in title|returning character killed off|sequel|six word title|writer director,4.4
School Daze ,Spike Lee,6500000,4,121,Tisha Campbell-Martin,Ossie Davis,Bill Nunn,14545844,Comedy|Drama|Musical,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,marriage|overweight|psychologist|secret|work,5.6
Fame ,Kevin Tancharoen,18000000,2,123,Kelsey Grammer,Kay Panabaker,Megan Mullally,22452209,Comedy|Drama|Musical|Romance,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,flashback|flashback within a flashback|multiple perspectives|obsession|split screen,7
Rock of Ages ,Adam Shankman,75000000,3,136,James Martin Kelly,Shane Hartline,Celina Beach,38509342,Comedy|Drama|Musical|Romance,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,buddy movie|general|inventor|steampunk|utah,4.8
Darling Lili ,Blake Edwards,25000000,1,143,Rock Hudson,Vernon Dobtcheff,Jeremy Kemp,5000000,Comedy|Drama|Musical|Romance|War,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,best friend|contest|date|small town|west virginia,5.6
Tiny Furniture ,Lena Dunham,65000,6,98,Lena Dunham,Merritt Wever,Jemima Kirke,389804,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,27th century|fighter pilot|orchestral music score|outer space|space opera,4.1
Flipped ,Rob Reiner,14000000,2,90,Madeline Carroll,Rebecca De Mornay,Aidan Quinn,1752214,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,black and white photograph|drawing with blood|falling through ice|playing piano|red haired woman,6.2
Letters to Juliet ,Gary Winick,30000000,2,105,Vanessa Redgrave,Marcia DeBonis,Luisa Ranieri,53021560,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,death|friend|hijacker|river|tree house,5.9
New York Stories ,Woody Allen,15000000,2,124,Woody Allen,Larry David,Mia Farrow,10763469,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,car crash|coach|death|oregon|university of oregon,7.2
No Reservations ,Scott Hicks,28000000,2,104,Zoë Kravitz,Lily Rabe,Bob Balaban,43097652,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,fbi|polo|possum|sheriff|shotgun,3.1
Return to Me ,Bonnie Hunt,24000000,2,115,Minnie Driver,Jim Belushi,Bonnie Hunt,32662299,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,based on true story|police|rescue|rubble|trapped,6
The Singles Ward ,Kurt Hale,500000,2,102,Kirby Heyborne,Lincoln Hoppe,Daryn Tufts,1250798,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,chaos|disease|infection|pandemic|zombie,7
Tootsie ,Sydney Pollack,22000000,2,116,Bill Murray,Sydney Pollack,Teri Garr,177200000,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,ares|hades|titan|underworld|zeus,5.8
You've Got Mail ,Nora Ephron,65000000,2,119,Tom Hanks,Jean Stapleton,Dave Chappelle,115731542,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,historically inaccurate|name calling|penis slur|vomiting|wyatt earp,6.6
10 Things I Hate About You ,Gil Junger,16000000,3,97,Joseph Gordon-Levitt,Heath Ledger,Andrew Keegan,38176108,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,army|civil war|claw fight|commando|wolverine the character,6.7
500 Days of Summer ,Marc Webb,7500000,3,95,Joseph Gordon-Levitt,Chloë Grace Moretz,Zooey Deschanel,32391374,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,mutant|superhero|superhero team|x men|year 1983,7.3
A Good Year ,Ridley Scott,35000000,3,117,Archie Panjabi,Albert Finney,Richard Coyle,7458269,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,dystopia|super strength|supernatural power|time paradox|time travel,8
A Lot Like Love ,Nigel Cole,30000000,3,107,Aimee Garcia,Tyrone Giordano,James Read,21835784,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,cia|cia agent|mutant|nuclear war|professor,7.8
Admission ,Paul Weitz,13000000,3,107,Tina Fey,Sarita Choudhury,Christopher Evan Welch,18004225,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,first part|mutant|professor|superhero|superhero team,7.4
Aloha ,Cameron Crowe,37000000,3,105,Emma Stone,Bradley Cooper,Bill Murray,20991497,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,coup d'etat|mutiny|president|u.s. navy|washington d.c.,4.3
And So It Goes ,Rob Reiner,18000000,3,94,Yaya DaCosta,Annie Parisse,Frankie Valli,15155772,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,agent|nsa|nsa agent|prague|russian,5.8
As Good as It Gets ,James L. Brooks,50000000,3,139,Lupe Ontiveros,Yeardley Smith,Shirley Knight,147637474,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,abraham|hunter|princess|sodom|tribe,4.9
Boys and Girls ,Robert Iscove,16000000,3,94,Alyson Hannigan,Amanda Detmer,Tsianina Joelson,20627372,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,best friend|dvd|girlfriend|loan|self help,6.8
"Crazy, Stupid, Love. ",Glenn Ficarra,50000000,3,118,Ryan Gosling,Emma Stone,Steve Carell,84244877,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,hair stylist|jew|landlord|muslim|palestinian,5.5
Diary of a Mad Black Woman ,Darren Grant,5500000,3,116,Cicely Tyson,Kimberly Elise,Tamara Taylor,50382128,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,competition|dance contest|friend|money|street dancing,3.5
Did You Hear About the Morgans? ,Marc Lawrence,58000000,3,103,Michael Kelly,Kim Shaw,Kevin Brown,29580087,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,best friend|foot fetish|houseguest|newlywed|wedding,5.6
Don Juan DeMarco ,Jeremy Leven,25000000,3,97,Johnny Depp,Marlon Brando,Faye Dunaway,22200000,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,cult|death|delusion|girl|sherlock holmes,6.8
Down to You ,Kris Isacsson,9000000,3,91,Rosario Dawson,Lauren German,Shawn Hatosy,20035310,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,chosen one|fashion|fashion model|model|retired,4.8
Drive Me Crazy ,John Schultz,8000000,3,91,Stephen Collins,Mark Webber,Keri Lynn Pratt,17843379,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,hall of mirrors|mont saint michel france|palace of versailles|turkey the country|yellowstone national park,8.5
Elizabethtown ,Cameron Crowe,57000000,3,123,Orlando Bloom,Kirsten Dunst,Judy Greer,26838389,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,computer|future|mexican immigrant|network|wilhelm scream,5.9
Enough Said ,Nicole Holofcener,8000000,3,93,Christopher Nicholas Smith,Ben Falcone,Michaela Watkins,17536788,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,anti semitism|cult film|grindhouse|suffering|torture,7.1
Ever After: A Cinderella Story ,Andy Tennant,26000000,3,121,Anjelica Huston,Dougray Scott,Jeanne Moreau,65703412,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,bosnian war|church|emaciation|soldier|violence,4.3
He's Just Not That Into You ,Ken Kwapis,40000000,3,129,Carmen Perez,Sabrina Revelle,Sachiko Ishida,93952276,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,7.5
Home for the Holidays ,Jodie Foster,20000000,3,103,Robert Downey Jr.,Holly Hunter,Steve Guttenberg,17518220,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,desert storm|fbi|fbi agent|fragmentation grenade|woman kills attacker,6.4
Home Fries ,Dean Parisot,15000000,3,91,Catherine O'Hara,Jake Busey,Shelley Duvall,10443316,Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,racism|separation from family|social injustice|torture|whipping,8.1
