movie_title,director_name,duration,actor_1_name,actor_2_name,actor_3_name,gross,genres,plot_keywords,language,country,content_rating,budget,imdb_score,aspect_ratio
Insidious: Chapter 2 ,James Wan,106,Lin Shaye,Barbara Hershey,Leigh Whannell,83574831,Fantasy|Horror|Thriller,barricading a door|injection in leg|police detective|supernatural|taser,English,USA,PG-13,5000000,6.6,2.35
Insidious ,James Wan,103,Lin Shaye,Barbara Hershey,Philip Friedman,53991137,Fantasy|Horror|Mystery|Thriller,baby|boy|coma|demon|house,English,USA,PG-13,1500000,6.8,2.35
Insomnia ,Christopher Nolan,118,Al Pacino,Maura Tierney,Crystal Lowe,67263182,Drama|Mystery|Thriller,detective|insomnia|murder|partner|police,English,USA,R,46000000,7.2,2.35
Inspector Gadget ,David Kellogg,110,Matthew Broderick,Rene Auberjonois,Rupert Everett,97360069,Action|Adventure|Comedy|Family|Sci-Fi,actor playing multiple roles|claw|gadget|inspector|police,English,USA,PG,75000000,4.1,1.85
Instinct ,Jon Turteltaub,126,Anthony Hopkins,Maura Tierney,John Ashton,34098563,Drama|Thriller,africa|anthropologist|murder|poacher|psychiatrist,English,USA,R,55000000,6.5,2.35
Insurgent ,Robert Schwentke,119,Kate Winslet,Theo James,Mekhi Phifer,129995817,Adventure|Sci-Fi|Thriller,action heroine|falling from height|mind control|trainhopping|truth serum,English,USA,PG-13,110000000,6.3,2.35
Interstellar ,Christopher Nolan,169,Matthew McConaughey,Anne Hathaway,Mackenzie Foy,187991439,Adventure|Drama|Sci-Fi,black hole|father daughter relationship|saving the world|space travel|wormhole,English,USA,PG-13,165000000,8.6,2.35
Interview with the Assassin ,Neil Burger,88,Raymond J. Barry,Christel Khalil,Renee Faia,47329,Drama,conspiracy theory|kennedy assassination|mock documentary|paranoia,English,USA,R,750000,6.6,1.78
Interview with the Vampire: The Vampire Chronicles ,Neil Jordan,123,Brad Pitt,Tom Cruise,Kirsten Dunst,105264608,Drama|Fantasy|Horror,betrayal|dangerous friend|gothic|monster as victim|vampire,English,USA,R,60000000,7.6,1.85
Into the Blue ,John Stockwell,110,Paul Walker,James Frain,Ashley Scott,18472363,Action|Adventure|Crime|Thriller,bahamas|blood splatter|cocaine|hairy chest|shark,English,USA,PG-13,50000000,5.8,2.35
Into the Storm ,Steven Quale,89,Matt Walsh,Alycia Debnam-Carey,Scott Lawrence,47553512,Action|Thriller,danger|graduation|storm|teenage boy|tornado,English,USA,PG-13,50000000,5.8,1.85
Into the Wild ,Sean Penn,148,Kristen Stewart,William Hurt,Hal Holbrook,18352454,Adventure|Biography|Drama,alaska|based on true story|male nudity|self discovery|wilderness,English,USA,R,15000000,8.2,2.35
Into the Woods ,Rob Marshall,125,Johnny Depp,Meryl Streep,Anna Kendrick,127997349,Adventure|Comedy|Drama|Fantasy|Musical,based on stage musical|cinderella|little red riding hood|singing|witch,English,USA,PG,50000000,6,2.39
Intolerable Cruelty ,Joel Coen,100,Cedric the Entertainer,Paul Adelstein,Julia Duffy,35096190,Comedy|Crime|Romance,attorney|divorce|marriage|real estate|screwball comedy,English,USA,PG-13,60000000,6.3,1.85
Invaders from Mars ,Tobe Hooper,100,Louise Fletcher,Bud Cort,William Bassett,4884663,Horror|Sci-Fi,alien|boy|nurse|school|school nurse,English,USA,PG,12000000,5.5,2.35
Invictus ,Clint Eastwood,134,Matt Damon,Morgan Freeman,Leleti Khumalo,37479778,Biography|Drama|History|Sport,apartheid|nation|nelson mandela|president|rugby,English,USA,PG-13,60000000,7.4,2.35
Ira & Abby ,Robert Cary,101,Frances Conroy,Fred Willard,Kevin Sussman,220234,Comedy|Romance,erectile dysfunction|mugger|mugging|subway robbery|therapy,English,USA,R,3500000,6.5,1.85
Iron Man 2 ,Jon Favreau,124,Robert Downey Jr.,Scarlett Johansson,Jon Favreau,312057433,Action|Adventure|Sci-Fi,hammer|military|monaco|revenge|tony stark,English,USA,PG-13,200000000,7,2.35
Iron Man 3 ,Shane Black,195,Robert Downey Jr.,Jon Favreau,Don Cheadle,408992272,Action|Adventure|Sci-Fi,armor|explosion|human bomb|missile attack|terrorist,English,USA,PG-13,200000000,7.2,2.35
Iron Man ,Jon Favreau,126,Robert Downey Jr.,Jeff Bridges,Jon Favreau,318298180,Action|Adventure|Sci-Fi,afghanistan|billionaire|inventor|playboy|u.s. air force,English,USA,PG-13,140000000,7.9,2.35
Ishtar ,Elaine May,107,Carol Kane,Warren Beatty,Isabelle Adjani,14375181,Action|Adventure|Comedy|Music|Thriller,cia|emir|hotel|map|morocco,English,USA,PG-13,51000000,4.2,1.85
Isn't She Great ,Andrew Bergman,95,Stockard Channing,Nathan Lane,John Larroquette,2954405,Biography|Comedy|Romance,autistic son|cancer|female protagonist|new york city|son,English,USA,R,36000000,5.3,1.85
It Follows ,David Robert Mitchell,100,Maika Monroe,Ruby Harris,Jake Weary,14673301,Horror|Mystery,ambiguous ending|being followed|sex scene|supernatural|supernatural being,English,USA,R,2000000,6.9,2.35
"It's a Mad, Mad, Mad, Mad World ",Stanley Kramer,197,Jonathan Winters,Sid Caesar,Spencer Tracy,46300000,Action|Adventure|Comedy|Crime,california|desert|dying words|money|race,English,USA,G,9400000,7.6,2.76
It's Complicated ,Nancy Meyers,120,Meryl Streep,Hunter Parrish,Zoe Kazan,112703470,Comedy|Drama|Romance,affair|divorce|graduation|vomiting|watching television,English,USA,R,85000000,6.6,1.85
It's Kind of a Funny Story ,Anna Boden,101,Zoë Kravitz,Jeremy Davies,Jim Gaffigan,6350058,Comedy|Drama|Romance,based on novel|depression|psychiatric ward|suicide attempt|therapy,English,USA,PG-13,8000000,7.2,1.85
J. Edgar ,Clint Eastwood,137,Leonardo DiCaprio,Naomi Watts,Kaitlyn Dever,37304950,Biography|Crime|Drama,agent|fbi|federal bureau of investigation|gay relationship|secret,English,USA,R,35000000,6.6,2.35
Jack and Jill ,Dennis Dugan,91,Al Pacino,Adam Sandler,Tim Meadows,74158157,Comedy,advertising|advertising executive|commercial|protective male|twins,English,USA,PG,79000000,3.4,1.85
Jack Reacher ,Christopher McQuarrie,130,Tom Cruise,Robert Duvall,David Oyelowo,80033643,Action|Crime|Mystery|Thriller,coma|mysterious villain|police chase|shooting range|sniper,English,USA,PG-13,60000000,7,2.35
Jack Ryan: Shadow Recruit ,Kenneth Branagh,105,Colm Feore,Nonso Anozie,Gemma Chan,50549107,Action|Drama|Thriller,covert analyst|marine|russian|spy|stock market,English,USA,PG-13,60000000,6.2,2.35
Jack the Giant Slayer ,Bryan Singer,114,Eddie Marsan,Ewen Bremner,Ralph Brown,65171860,Adventure|Fantasy,bean|giant|king|no opening credits|princess,English,USA,PG-13,195000000,6.3,2.35
Jackass 3D ,Jeff Tremaine,101,Bam Margera,Steve-O,Chris Pontius,117224271,Action|Comedy|Documentary,full frontal male nudity|man wearing a jock strap|man wearing a thong|rear male nudity|stripped prison uniform,English,USA,R,20000000,7.1,1.78
Jackass: The Movie ,Jeff Tremaine,87,Bam Margera,Steve-O,Chris Pontius,64267897,Comedy|Documentary,alligator|golf|japan|panda|stunt,English,USA,R,5000000,6.6,1.85
Jackie Brown ,Quentin Tarantino,154,Robert De Niro,Sid Haig,Robert Forster,39647595,Crime|Thriller,arms dealer|atf|bail|money|multiple perspectives,English,USA,R,12000000,7.5,1.85
Jade ,William Friedkin,107,Michael Biehn,Chazz Palminteri,Linda Fiorentino,9795017,Crime|Drama|Thriller,blackmail|investigation|murder|panties pulled down|prostitution,English,USA,R,50000000,5.1,1.85
Jane Got a Gun ,Gavin O'Connor,98,Natalie Portman,Noah Emmerich,Boyd Holbrook,1512815,Action|Drama|Western,brothel|death of husband|ex lover|haunted by the past|redemption,English,USA,R,25000000,5.8,2.35
Jason Goes to Hell: The Final Friday ,Adam Marcus,91,Kane Hodder,Leslie Jordan,Erin Gray,15935068,Fantasy|Horror|Thriller,brutality|evil|jason voorhees|paranormal phenomena|terror,English,USA,R,2500000,4.3,1.85
Jason Lives: Friday the 13th Part VI ,Tom McLoughlin,86,Tony Goldwyn,Ron Palillo,Vincent Guastaferro,19472057,Horror|Thriller,actual animal killed|death|jason voorhees|slasher flick|teen horror,English,USA,R,3000000,5.9,1.85
Jason X ,James Isaac,85,Peter Mensah,Kane Hodder,Lexa Doig,12610731,Action|Horror|Sci-Fi|Thriller,jason voorhees|lake|machete|scientist|slasher,English,USA,R,11000000,4.4,1.85
Jawbreaker ,Darren Stein,87,Julie Benz,Judy Greer,Jeff Conaway,3071947,Comedy|Crime|Thriller,best friend|bitch|friend|popular girl|prom,English,USA,R,3500000,5.4,1.85
Jaws 2 ,Jeannot Szwarc,131,Roy Scheider,Murray Hamilton,Joseph Mascolo,102922376,Adventure|Horror|Thriller,great white shark|island|mayor|police chief|shark,English,USA,PG,20000000,5.7,2.35
Jaws: The Revenge ,Joseph Sargent,92,Judith Barsi,Mario Van Peebles,Lynn Whitfield,20763013,Adventure|Horror|Thriller,banana boat|boat|christmas|sea|shark,English,USA,PG-13,23000000,2.8,2.35
Jaws ,Steven Spielberg,130,Roy Scheider,Robert Shaw,Murray Hamilton,260000000,Adventure|Drama|Thriller,beach|blockbuster|fishing|great white shark|shark,English,USA,PG,8000000,8,2.35
Jay and Silent Bob Strike Back ,Kevin Smith,104,Will Ferrell,Shannon Elizabeth,Jason Mewes,30059386,Comedy,internet|jay and silent bob|new jersey|orangutan|police,English,USA,R,22000000,6.9,2.35
Jeepers Creepers II ,Victor Salva,104,Nicki Aycox,Jonathan Breck,Billy Aaron Brown,35143332,Horror,cheerleader|farmer|fear|high school basketball|nightmare,English,USA,R,17000000,5.6,2.35
"Jeff, Who Lives at Home ",Jay Duplass,83,Judy Greer,Evan Ross,Rae Dawn Chong,4244155,Comedy|Drama,basement|errand|secret admirer|slacker|wrong number,English,USA,R,10000000,6.5,1.85
Jennifer's Body ,Karyn Kusama,107,J.K. Simmons,Amy Sedaris,Cynthia Stevenson,16204793,Comedy|Fantasy|Horror,cannibalism|cheerleader|condom|hook for hand|satanic ritual,English,USA,R,16000000,5.1,1.85
Jerry Maguire ,Cameron Crowe,139,Tom Cruise,Kelly Preston,Bonnie Hunt,153620822,Comedy|Drama|Romance|Sport,agent|career|client|fiance|sports agent,English,USA,R,50000000,7.3,1.85
Jersey Boys ,Clint Eastwood,134,Johnny Cannizzaro,Steve Schirripa,Scott Vance,47034272,Biography|Drama|Music|Musical,band|music group|musical quartet|singer|song,English,USA,R,40000000,6.9,2.35
Jersey Girl ,Kevin Smith,102,Stephen Root,Mike Starr,George Carlin,25266129,Comedy|Drama|Romance,baby|childbirth|death|karma|publicist,English,USA,PG-13,35000000,6.2,2.35
Jesus' Son ,Alison Maclean,107,Billy Crudup,Samantha Morton,Mark Webber,1282084,Drama,hospital|love|mennonite|shower|song,English,USA,R,2500000,7,2.35
Jimmy Neutron: Boy Genius ,John A. Davis,82,Martin Short,Rob Paulsen,Andrea Martin,80920948,Action|Adventure|Animation|Comedy|Family|Sci-Fi,alien|boy genius|children|genius|rescue,English,USA,G,30000000,6,1.85
Jingle All the Way ,Brian Levant,94,Jim Belushi,Harvey Korman,Jake Lloyd,60573641,Comedy|Family,action figure|christmas|hero|karate|toy,English,USA,PG,60000000,5.4,1.85
Joe Dirt ,Dennie Gordon,91,Brittany Daniel,Erik Per Sullivan,Fred Ward,27087695,Adventure|Comedy|Drama,first part|grand canyon|highway travel|indian|janitor,English,USA,PG-13,17700000,5.9,1.85
Joe Somebody ,John Pasquin,98,Jim Belushi,Ken Marino,Kelly Lynch,22770864,Comedy|Drama,bully|co worker|divorce|fight|karate,English,USA,PG,38000000,5.5,1.85
Joe ,David Gordon Green,117,Nicolas Cage,Tye Sheridan,Ronnie Gene Blevins,371897,Drama,alcoholic|cigarette smoking|father son relationship|teenage boy|woods,English,USA,R,4000000,6.9,2.35
John Carter ,Andrew Stanton,132,Daryl Sabara,Samantha Morton,Polly Walker,73058679,Action|Adventure|Sci-Fi,alien|american civil war|male nipple|mars|princess,English,USA,PG-13,263700000,6.6,2.35
John Q ,Nick Cassavetes,116,Denzel Washington,Laura Harring,Anne Heche,71026631,Crime|Drama|Thriller,health care|heart transplant|hospital|hostage|insurance,English,USA,PG-13,36000000,7,1.85
Johnny English Reborn ,Oliver Parker,101,Daniel Kaluuya,Tim McInnerny,Togo Igawa,8129455,Action|Adventure|Comedy|Crime,assassin|chinese|conspiracy|gadget|premier,English,USA,PG,45000000,6.3,2.35
Johnson Family Vacation ,Christopher Erskin,97,Vanessa Williams,Shannon Elizabeth,Shad Moss,31179516,Comedy,cross country|cross country trip|highway travel|on the road|road movie,English,USA,PG-13,12000000,4.3,2.35
Jonah Hex ,Jimmy Hayward,81,Michael Fassbender,Billy Blair,Julia Jones,10539414,Action|Drama|Fantasy|Thriller|Western,confederate|death|independence day|military|terrorist,English,USA,PG-13,47000000,4.7,2.35
Jonah: A VeggieTales Movie ,Mike Nawrocki,82,Phil Vischer,Mike Nawrocki,Shelby Vischer,25571351,Adventure|Animation|Comedy|Drama|Family|Musical,anthropomorphism|pirate|pirate ship|tomato|whale,English,USA,G,14000000,6.6,1.85
Journey 2: The Mysterious Island ,Brad Peyton,94,Josh Hutcherson,Dwayne Johnson,Kristin Davis,103812241,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,gold|hurricane|island|mountain|mysterious island,English,USA,PG,79000000,5.8,1.85
Journey from the Fall ,Ham Tran,135,Long Nguyen,Kieu Chinh,Cat Ly,638951,Drama,1970s|1980s|nonlinear timeline|rescue|vietnam war,Vietnamese,USA,R,1592000,7.4,1.85
Journey to the Center of the Earth ,Eric Brevig,93,Josh Hutcherson,Brendan Fraser,Anita Briem,101702060,Action|Adventure|Family|Fantasy|Sci-Fi,cave|lost world|missing brother|mountain|venus flytrap,English,USA,PG,45000000,5.8,1.85
Joy Ride ,John Dahl,97,Paul Walker,Jessica Bowman,Dell Yount,21973182,Mystery|Thriller,embarrassing male nudity|embarrassing nudity|male nudity|truck|truck driver,English,USA,R,23000000,6.6,2.35
Joy ,David O. Russell,124,Jennifer Lawrence,Robert De Niro,Bradley Cooper,56443482,Biography|Comedy|Drama,based on real person|female inventor|mop|sales pitch|woman holding a shotgun,English,USA,PG-13,60000000,6.6,1.85
Joyful Noise ,Todd Graff,118,Dolly Parton,Jeremy Jordan,Jesse L. Martin,30920167,Comedy|Music,bare chested male|chips|two word title,English,USA,PG-13,25000000,5.7,2.35
Julie & Julia ,Nora Ephron,123,Meryl Streep,Mary Lynn Rajskub,Vanessa Ferlito,94125426,Biography|Drama|Romance,american|blog|book|cook|cooking,English,USA,PG-13,40000000,7,1.85
Jumper ,Doug Liman,88,Kristen Stewart,Hayden Christensen,Tom Hulce,80170146,Action|Adventure|Sci-Fi|Thriller,bank|based on novel|ice|teleportation|vault,English,USA,PG-13,85000000,6.1,2.35
Jumping the Broom ,Salim Akil,112,Gary Dourdan,Loretta Devine,Laz Alonso,37295394,Comedy|Drama,martha's vineyard|mother|older woman younger man relationship|wedding|weekend,English,USA,PG-13,6600000,5.7,1.85
Juno ,Jason Reitman,96,J.K. Simmons,Jennifer Garner,Rainn Wilson,143492840,Comedy|Drama|Romance,adoption|baby|friend|pregnancy|school,English,USA,PG-13,7500000,7.5,1.85
Jupiter Ascending ,Lana Wachowski,127,Channing Tatum,Mila Kunis,Eddie Redmayne,47375327,Action|Adventure|Sci-Fi,box office flop|critically bashed|planet earth|space opera|woman in bra and panties,English,USA,PG-13,176000000,5.4,2.35
Jurassic Park III ,Joe Johnston,92,Michael Jeter,Trevor Morgan,Alessandro Nivola,181166115,Action|Adventure|Sci-Fi|Thriller,dinosaur|island|jurassic park|paleontologist|search,English,USA,PG-13,93000000,5.9,1.85
Jurassic Park ,Steven Spielberg,127,Wayne Knight,Ariana Richards,Bob Peck,356784000,Adventure|Sci-Fi|Thriller,dinosaur|jurassic park|survival|theme park|tyrannosaurus rex,English,USA,PG-13,63000000,8.1,1.85
Jurassic World ,Colin Trevorrow,124,Bryce Dallas Howard,Judy Greer,Omar Sy,652177271,Action|Adventure|Sci-Fi|Thriller,dinosaur|disaster film|experiment gone wrong|jurassic park|velociraptor,English,USA,PG-13,150000000,7,2
Just Go with It ,Dennis Dugan,117,Adam Sandler,Bailee Madison,Kevin Nealon,103028109,Comedy|Romance,chick flick|hawaii|love|plastic surgeon|woman wearing a string bikini,English,USA,PG-13,80000000,6.4,1.85
Just Like Heaven ,Mark Waters,95,Jon Heder,Ivana Milicevic,Willie Garson,48291624,Comedy|Fantasy|Romance,apartment|architect|coma|doctor|spirit,English,USA,PG-13,58000000,6.7,1.85
Just Looking ,Jason Alexander,97,Gretchen Mol,Patti LuPone,Peter Onorati,39852,Comedy|Drama,1955 chevrolet|nurse|peeping tom|reference to brooklyn dodgers|spying,English,USA,R,3000000,6.7,1.85
Just Married ,Shawn Levy,95,Taran Killam,David Agranov,David Moscow,56127162,Comedy|Romance,fall|honeymoon|love|marriage|newlywed,English,USA,PG-13,18000000,5.4,1.85
Just My Luck ,Donald Petrie,103,Samaire Armstrong,Carlos Ponce,Faizon Love,17324744,Comedy|Fantasy|Romance,bad luck|band|kiss|luck|masquerade,English,USA,PG-13,28000000,5.3,1.85
Justin Bieber: Never Say Never ,Jon M. Chu,115,Usher Raymond,Sean Kingston,Boys II Men,73000942,Documentary|Music,boyhood friend|manager|plasma tv|prodigy|star,English,USA,G,13000000,1.6,1.85
Juwanna Mann ,Jesse Vaughan,91,Vivica A. Fox,Jenifer Lewis,Kevin Pollak,13571817,Comedy|Drama|Romance|Sport,basketball|dodge viper|hit in the crotch|male nudity|the star spangled banner,English,USA,PG-13,15600000,4.5,1.85
Kama Sutra: A Tale of Love ,Mira Nair,109,Indira Varma,Sarita Choudhury,Rekha,4109095,Crime|Drama|History|Romance,courtesan|friend|kama sutra|seduction|wedding,English,USA,R,3000000,6,1.85
Kangaroo Jack ,David McNally,89,Estella Warren,Dyan Cannon,Bill Hunter,66734992,Action|Adventure|Comedy|Crime,australia|body paint|kangaroo|mob|money,English,USA,PG,60000000,4.4,2.35
Kate & Leopold ,James Mangold,123,Hugh Jackman,Natasha Lyonne,Bradley Whitford,47095453,Comedy|Fantasy|Romance,bridge|brooklyn bridge|falling down an elevator shaft|time travel|time travel romance,English,USA,PG-13,48000000,6.4,1.85
Katy Perry: Part of Me ,Dan Cutforth,93,Lexie Contursi,Ashley Ashida Dixon,Anthony Burrell,25240988,Documentary|Music,female protagonist|reference to britney spears|singer|song|world tour,English,USA,PG,12000000,5.9,1.85
Keanu ,Peter Atencio,100,Nia Long,Will Forte,Keegan-Michael Key,20566327,Action|Comedy,car chase|gangsta|gun fight|hitman|kitten,English,USA,R,15000000,6.4,2.35
Keeping the Faith ,Edward Norton,128,Lisa Edelstein,Milos Forman,Anne Bancroft,37036404,Comedy|Drama|Romance,celibacy|jewish|priest|rabbi|synagogue,English,USA,PG-13,30000000,6.4,1.85
Kevin Hart: Let Me Explain ,Leslie Small,75,David Jason Perez,La'Princess Jackson,Dana Hanna,32230907,Comedy|Documentary,lying|montreal|reference to twitter|reference to youtube|toronto,English,USA,R,2500000,6.7,1.85
Kick-Ass 2 ,Jeff Wadlow,103,Chloë Grace Moretz,Donald Faison,Augustus Prew,28751715,Action|Comedy|Crime,hit in the crotch|kicked in the crotch|punched in the crotch|sparring|superhero,English,USA,R,28000000,6.6,2.35
Kicking & Screaming ,Jesse Dylan,95,Josh Hutcherson,Will Ferrell,Robert Duvall,52580895,Comedy|Family|Romance|Sport,book|child|slapstick comedy|soccer|suburb,English,USA,PG,45000000,5.6,2.35
Kill Bill: Vol. 1 ,Quentin Tarantino,111,David Carradine,Vivica A. Fox,Chiaki Kuriyama,70098138,Action,bride|coma|japan|revenge|sword,English,USA,R,30000000,8.1,2.35
Kill Bill: Vol. 2 ,Quentin Tarantino,137,Vivica A. Fox,Michael Parks,Michael Bowen,66207920,Action|Crime|Drama|Thriller,assassin|assassination|bride|death|vengeance,English,USA,R,30000000,8,2.35
Kill the Messenger ,Michael Cuesta,112,Jeremy Renner,Paz Vega,Robert Pralgo,2445646,Biography|Crime|Drama|Mystery|Thriller,based on true story|cia|cocaine|journalist|smear campaign,English,USA,R,5000000,7,2.35
Killer Joe ,William Friedkin,98,Matthew McConaughey,Scott A. Martin,Carol Sutton,1987762,Crime|Drama|Romance|Thriller,female nudity|female pubic hair|lingerie|neo noir|pubic hair,English,USA,R,11000000,6.7,1.85
Killers ,Robert Luketic,100,Tom Selleck,Lisa Ann Walter,Catherine O'Hara,47000485,Action|Comedy|Romance|Thriller,hired killer|marriage|neighbor|on the run|store clerk,English,USA,PG-13,75000000,5.4,2.35
Killing Them Softly ,Andrew Dominik,97,Brad Pitt,Sam Shepard,Ben Mendelsohn,14938570,Crime|Thriller,exploding car|hit by a car|poker game|punched in the face|shot to death,English,USA,R,15000000,6.2,2.35
Kindergarten Cop ,Ivan Reitman,111,Richard Tyson,Cathy Moriarty,Penelope Ann Miller,91457688,Action|Comedy|Crime,astoria|kindergarten|kindergarten teacher|school|teacher,English,USA,PG-13,26000000,6,1.85
Kingdom of Heaven ,Ridley Scott,194,Liam Neeson,Orlando Bloom,Philip Glenister,47396698,Action|Adventure|Drama|History|War,12th century|crusader|jerusalem|knight|medieval times,English,USA,R,130000000,7.2,2.35
Kingdom of the Spiders ,John 'Bud' Cardos,97,Woody Strode,Hoke Howell,Tiffany Bolling,17000000,Horror|Sci-Fi,death|farm|hotel|spider|tarantula,English,USA,PG,500000,5.9,1.85
Kingpin ,Bobby Farrelly,117,Bill Murray,Lin Shaye,Richard Tyson,24944213,Comedy|Sport,amish|bowling|on the road|rubber hand|tournament,English,USA,PG-13,27000000,6.9,2.35
King's Ransom ,Jeffrey W. Byrd,95,Donald Faison,Loretta Devine,Regina Hall,4006906,Comedy|Crime,hit in the crotch|kidnapping|nail gun|police|release from prison,English,USA,PG-13,15000000,4.1,1.85
Kinsey ,Bill Condon,118,Liam Neeson,Oliver Platt,Dylan Baker,10214647,Biography|Drama,professor|research|sex|sexuality|student,English,USA,R,11000000,7.1,2.35
Kiss Kiss Bang Bang ,Shane Black,103,Robert Downey Jr.,Corbin Bernsen,Larry Miller,4235837,Comedy|Crime|Mystery,actor|detective sergeant|hotel|nightclub|thief,English,USA,R,15000000,7.6,2.35
Kiss of Death ,Barbet Schroeder,101,Nicolas Cage,Michael Rapaport,Philip Baker Hall,14942422,Action|Crime|Thriller,beard|female nudity|police brutality|stripper|woman in lingerie,English,USA,R,40000000,5.9,1.85
Kiss the Bride ,C. Jay Cox,100,Tori Spelling,Amber Benson,Garrett M. Brown,31937,Comedy|Romance,best friend|high school|love|secret|wedding,English,USA,R,500000,5.7,1.85
Kiss the Girls ,Gary Fleder,115,Morgan Freeman,Tony Goldwyn,Tatyana Ali,60491560,Crime|Drama|Mystery|Thriller,detective|kidnapping|punching a heavy bag|serial killer|tied to a tree,English,USA,R,27000000,6.6,2.35
Kissing Jessica Stein ,Charles Herman-Wurmfeld,97,Scott Cohen,Jennifer Westfeldt,Brian Stepanek,7022940,Comedy|Drama|Romance,friend|friendship|journalist|new york city|personal ad,English,USA,R,1000000,6.7,1.85
Kit Kittredge: An American Girl ,Patricia Rozema,101,Julia Ormond,Jane Krakowski,Willow Smith,17655201,Drama|Family,boarding house|girl|great depression|house|ohio,English,USA,G,10000000,6.7,1.85
Knight and Day ,James Mangold,117,Tom Cruise,Marc Blucas,Jordi Mollà,76418654,Action|Comedy|Romance,chase|fbi|garage|spy|surveillance,English,USA,PG-13,117000000,6.3,2.35
Knocked Up ,Judd Apatow,133,Harold Ramis,Martin Starr,Charlyne Yi,148734225,Comedy|Romance,one night stand|pregnancy|slacker|unplanned pregnancy|website,English,USA,R,30000000,7,1.85
Knowing ,Alex Proyas,121,Nicolas Cage,Ben Mendelsohn,Chandler Canterbury,79948113,Drama|Mystery|Sci-Fi|Thriller,disaster|end of the world|number|student|time capsule,English,USA,PG-13,50000000,6.2,2.35
K-PAX ,Iain Softley,120,Kevin Spacey,Jeff Bridges,Alfre Woodard,50173190,Drama|Mystery|Sci-Fi,extraterrestrial|hospital|patient|planet|science,English,USA,PG-13,48000000,7.4,2.35
Krampus ,Michael Dougherty,98,Adam Scott,Conchata Ferrell,Allison Tolman,42592530,Comedy|Fantasy|Horror,christmas|german|holiday|krampus|santa claus,English,USA,PG-13,15000000,6.2,2.35
Kundun ,Martin Scorsese,134,Tenzin Thuthob Tsarong,Tulku Jamyang Kunga Tenzin,Tencho Gyalpo,5532301,Biography|Drama|History|War,chinese|dalai lama|lama|tibet|tibetan,English,USA,PG-13,28000000,7,2.35
Kung Fu Panda 2 ,Jennifer Yuh Nelson,90,Angelina Jolie Pitt,Gary Oldman,Mike Bell,165230261,Action|Adventure|Animation|Comedy|Family,china|kung fu|panda|peacock|tigress,English,USA,PG,150000000,7.3,2.35
Kung Fu Panda 3 ,Alessandro Carloni,95,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,143523463,Action|Adventure|Animation|Comedy|Family,china|kung fu|panda|pig|village,English,USA,PG,145000000,7.2,2.35
Kung Fu Panda ,Mark Osborne,92,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,215395021,Action|Adventure|Animation|Comedy|Family,kung fu|kung fu master|master|panda|snow leopard,English,USA,PG,130000000,7.6,2.35
Kung Pow: Enter the Fist ,Steve Oedekerk,81,Steve Oedekerk,Simon Rhee,Jennifer Tung,16033556,Action|Comedy,chosen one|comic violence|intentionally bad|kung fu|stylized violence,English,USA,PG-13,10000000,6.2,2.35
L!fe Happens ,Kat Coiro,100,Justin Kirk,Geoff Stults,Kristen Johnston,20186,Comedy,friendship|los angeles california|one night stand|roommate|single mother,English,USA,R,930000,5.7,2.35
L.A. Confidential ,Curtis Hanson,138,Kevin Spacey,Matt McCoy,Paul Guilfoyle,64604977,Crime|Drama|Mystery|Thriller,1950s|call girl|corruption|murder|police detective,English,USA,R,35000000,8.3,2.35
L.I.E. ,Michael Cuesta,97,Adam LeFevre,Bruce Altman,Walter Masterson,1141829,Crime|Drama,ephebophile|pederasty|pedophilia|playing hooky|shaving,English,USA,NC-17,700000,7.2,1.85
La Bamba ,Luis Valdez,108,Esai Morales,Rosanna DeSoto,Danielle von Zerneck,54215416,Biography|Drama|Music,crash|hispanic|interracial relationship|interracial romance|racism,English,USA,PG-13,6500000,6.8,1.85
Labor Day ,Jason Reitman,111,J.K. Simmons,Kate Winslet,Brooke Smith,13362308,Drama,baseball|baseball practice|escaped convict|neighbor|tied to a chair,English,USA,PG-13,18000000,6.9,2.35
Ladder 49 ,Jay Russell,115,Billy Burke,Jay Hernandez,Jacinda Barrett,74540762,Action|Drama|Thriller,death of husband|fire|firefighter|funeral|main character dies,English,USA,PG-13,55000000,6.5,1.85
Lady in the Water ,M. Night Shyamalan,110,Bryce Dallas Howard,Freddy Rodríguez,Bob Balaban,42272747,Drama|Fantasy|Mystery|Thriller,apartment|bedtime story|eagle|stuttering|swimming pool,English,USA,PG-13,70000000,5.6,1.85
Lady in White ,Frank LaLoggia,118,Alex Rocco,Lukas Haas,Katherine Helmond,1705139,Fantasy|Horror|Mystery|Thriller,1960s|boy|ghost|murder|small town,English,USA,R,4700000,6.7,1.85
Lake Placid ,Steve Miner,82,Oliver Platt,Bridget Fonda,Ty Olsson,31768374,Action|Comedy|Horror,crocodile|eaten alive|lake|maine|sheriff,English,USA,R,27000000,5.6,2.35
Lakeview Terrace ,Neil LaBute,110,Jay Hernandez,Justin Chambers,Robert Pine,39263506,Crime|Drama|Thriller,interracial couple|lapd|male nudity|neighbor|nudity,English,USA,PG-13,22000000,6.1,2.35
